"","id","pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumOfN","NumHBondDonors","NumOfConf","NumOfConfUsed","cc","ccco","hydroxyl_alkl","aldehyde","ketone","carboxylic_acid","ester","ether_alicyclic","nitrate","nitro","aromatic_hydroxyl","carbonylperoxynitrate","peroxide","hydroperoxide","carbonylperoxyacid","nitroester","trans_NumOfConf","trans_MW","trans_pSat_Pa"
"4555",21049,1.12783811e-05,324.044109204,34,9,11,2,2,132,40,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,4.32685338439601,18.0012252139681,-11.3926228416978
"4556",21054,0.000927459305,312.007723696,29,7,12,2,2,60,17,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3.41542989237976,17.6637403653926,-6.98306164045605
"4557",21056,3.42897162e-06,253.043380932,28,7,9,1,3,145,40,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,4.45051634809317,15.9073373300499,-12.5832501609832
"4558",21057,0.000676007706,235.032816248,25,7,8,1,2,55,29,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3.32742907270633,15.3307800273828,-7.299306082578
"4559",21062,9.21154547e-07,295.053945616,33,9,10,1,2,202,40,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,4.91592683825589,17.1771343831269,-13.897638011294
"4560",21068,5.56865266e-05,282.03354452,29,7,10,2,2,168,40,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,4.65149742118354,16.7938543675953,-9.79577233257176
"4561",21088,0.000105736811,188.068473484,25,8,5,0,2,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.93318204493176,13.7138059445217,-9.15455746649203
"4562",21097,0.0604736287,203.079372516,27,8,5,1,1,9,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.93318204493176,14.250592005808,-2.80554789822888
"4563",21109,0.0017417329599999,292.054279964,32,9,9,2,1,45,36,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3.13302423372667,17.0895956641461,-6.35287470736592
"4564",21122,0.000505352638,306.069930028,35,10,9,2,1,58,40,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3.38086942640191,17.494854387162,-7.59025407931277
"4565",21125,0.000190939697,354.054673888,38,10,12,2,2,176,40,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4.71686884190885,18.8163406083117,-8.56355290228158
"4566",21126,0.000855059478,231.074287136,29,9,6,1,1,29,21,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2.74611929336248,15.2011278244741,-7.06433952653476
"4567",21127,3.49984832e-06,263.064116376,31,9,8,1,2,44,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3.11197287548846,16.2192514123186,-12.5627909275508
"4568",21130,0.000640156027,312.007723696,29,7,12,2,2,178,40,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4.7328855298202,17.6637403653926,-7.35379861913554
"4569",21131,0.0073475304099999,203.042987008,23,7,6,1,1,15,12,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2.25334338084266,14.2493153171652,-4.91339102085705
"4570",21135,1.09820018e-07,220.058302724,27,8,7,0,3,39,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3.00136892774457,14.8343622284209,-16.0244230111911
"4571",21145,0.0008956925769999,235.069201756,29,8,7,1,2,30,22,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2.77419111467218,15.3319666630214,-7.01791330989058
"4572",21149,4.7106507e-06,309.06959568,36,10,10,1,3,175,24,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.70881268401739,17.5803752997483,-12.2656845066119
"4573",21152,7.02036817e-08,248.089602852,33,10,7,0,3,235,39,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,5.14422977376364,15.7508603844996,-16.4718650814209
"4574",21153,7.04209231e-06,280.079432092,35,10,9,0,4,258,37,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,5.29036835344121,16.7355738500955,-11.8636052288254
"4575",21154,7.37243657e-06,325.0645103,37,10,11,1,3,290,40,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,5.47922833845512,18.0295454823465,-11.8177622998884
"4576",21157,7.42808091e-05,279.059030996,32,9,9,1,2,92,40,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3.88272246226299,16.705060041676,-9.50765792897043
"4577",21163,0.00016821233,160.000787848,15,5,6,0,2,20,9,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2.45645605223158,12.6491417830618,-8.69028350752357
"4578",21168,0.000222645147,207.00151612,19,5,8,1,2,56,21,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,3.34546436385625,14.3875472586539,-8.40993132297577
"4579",21173,2.20530896e-05,174.016437912,18,6,6,0,2,52,17,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,3.27190739335115,13.1915290210043,-10.7220578479732
"4580",21176,0.000244558789,250.99134536,22,6,10,1,2,83,31,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,3.76463978612573,15.8427063773839,-8.31605483214404
"4581",21177,0.00604640966,175.995702468,16,5,7,0,2,30,13,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2.77419111467218,13.2663371911014,-5.10829062772545
"4582",21194,0.668866292,297.955688124,22,5,13,2,1,38,25,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2.97807121571937,17.2613929948889,-0.402171101310391
"4583",21196,0.00153897551,250.99134536,22,6,10,1,2,93,18,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,3.89533564124828,15.8427063773839,-6.47663833718248
"4584",21206,0.0008041035269999,246.99643074,22,7,9,1,1,20,15,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2.45645605223158,15.7161200918038,-7.12578253214955
"4585",21211,0.0117794785,172.000787848,16,6,6,0,1,23,14,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2.56164150214581,13.114907084993,-4.44139637168771
"4586",21226,0.000657329261,176.032087976,20,6,6,0,3,156,25,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,4.54922460599199,13.2677084674031,-7.32732550672226
"4587",21229,3.45878594e-08,249.012080804,24,7,9,1,3,126,27,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,4.26688721563274,15.7801166283396,-17.1797631008501
"4588",21235,0.0327084346,219.00151612,20,6,8,1,1,50,36,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,3.23363503288679,14.7986998118078,-3.42012229550151
"4589",21238,1.32577621e-05,249.012080804,24,7,9,1,2,141,19,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,4.41332320594846,15.7801166283396,-11.230927358189
"4590",21239,0.0012778613599999,325.986988252,28,7,13,2,2,258,40,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,5.29036835344121,18.0551097546373,-6.6625674109146
"4591",21240,0.00111318205,237.012080804,23,6,9,1,2,215,40,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,5.00877517138652,15.3951966796141,-6.80053265312813
"4592",21254,7.29142824e-06,281.001910044,26,7,11,1,3,203,5,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,4.92321510502551,16.7631115859795,-11.8288111134376
"4593",21255,4.25772039e-05,237.012080804,23,6,9,1,2,199,40,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,4.89390937568935,15.3951966796141,-10.0641915676349
"4594",21273,6.65771836e-05,281.001910044,26,7,11,1,2,328,40,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,5.68541476608246,16.7631115859795,-9.6171486277034
"4595",21281,9.84910864e-09,299.012474728,29,7,12,1,4,591,40,0,0,1,1,0,1,0,1,1,0,0,0,0,2,0,0,6.7838501209271,17.291977178102,-18.4358848792582
"4596",21283,7.28012843e-09,299.012474728,29,7,12,1,4,578,23,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,6.73873458726973,17.291977178102,-18.7381173334099
"4597",21295,0.00268361399,174.016437912,18,6,6,0,2,50,34,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3.23363503288679,13.1915290210043,-5.92059088914261
"4598",21299,2.62907639e-06,188.032087976,21,7,6,0,2,68,40,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,3.54611384225967,13.7124792789634,-12.8488779559631
"4599",21309,0.0832540493,158.021523292,17,6,5,0,1,16,10,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2.29739670999407,12.5706612114081,-2.48585851106424
"4600",21317,0.0038998913099999,217.022251564,22,7,7,1,1,31,19,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,2.80161534943718,14.7316751105908,-5.54680659546569
"4601",21320,0.000605000714,233.017166184,23,7,8,1,2,48,10,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,3.19427550549515,15.2648998091701,-7.41028091976884
"4602",21329,4.96595663e-05,204.027002596,22,7,7,0,2,121,39,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,4.2153691330919,14.283802105742,-9.91031951130942
"4603",21347,1.36552863e-06,206.04265266,24,7,7,0,3,209,35,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,4.96642505069769,14.3541858933205,-13.5039689295736
"4604",21353,0.000279785842,237.012080804,23,6,9,1,2,46,11,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,3.1537506243593,15.3951966796141,-8.18148609744202
"4605",21357,0.0183978526,309.992073632,27,7,12,2,1,62,40,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,3.44919308580095,17.6065917664947,-3.99552132769967
"4606",21364,0.000344745273,312.007723696,29,7,12,2,2,160,40,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,4.58390907798466,17.6637403653926,-7.97270475276993
"4607",21365,0.000167947902,312.007723696,29,7,12,2,2,127,27,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,4.27701837699461,17.6637403653926,-8.69185673379704
"4608",21371,2.97719043e-09,220.021917216,23,7,8,0,3,49,4,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,3.21409584971604,14.8331357849917,-19.6322857898776
"4609",21380,2.01873067e-07,315.007389348,30,7,13,1,4,420,40,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0,6.12314842875261,17.7484475193748,-15.4156267182475
"4610",21383,6.19661159e-06,283.017560108,28,7,11,1,3,277,40,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,5.40435576653182,16.8231257532006,-11.9915079330504
"4611",21387,5.93115562e-06,233.017166184,23,7,8,1,2,37,10,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2.95434028992534,15.2648998091701,-12.0352914870435
"4612",21389,0.0125209796,249.012080804,24,7,9,1,1,47,32,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,3.17416396802466,15.7801166283396,-4.38034967355949
"4613",21390,3.37193176e-05,188.032087976,21,7,6,0,2,34,18,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2.88033946612744,13.7124792789634,-10.2974396622833
"4614",21391,0.000159041401,220.021917216,23,7,8,0,3,77,4,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,3.68084235409393,14.8331357849917,-8.74634600599018
"4615",21392,0.000615956626,265.006995424,25,7,10,1,2,103,40,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4.01653140849876,16.2790354574219,-7.39233400924748
"4616",21393,0.0026226869299999,156.042258736,19,7,4,0,1,18,12,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.38002627459644,12.4916875855907,-5.94355594092048
"4617",21397,0.0005785146519999,160.037173356,19,6,5,0,2,26,8,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2.65761462090515,12.6505799612508,-7.45504668408015
"4618",21400,0.125498884,160.996036816,14,4,6,1,1,3,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1.39038917031591,12.6884213681608,-2.07545841288012
"4619",21403,9.27030106e-05,246.99643074,22,7,9,1,2,130,40,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,4.30708066683707,15.7161200918038,-9.28610960911292
"4620",21419,2.56072752e-06,297.992073632,26,6,12,2,3,269,16,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,5.35704980416263,17.2624469190205,-12.8752191523464
"4621",21425,0.00106523893,267.981508948,22,5,11,2,2,129,37,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,4.29711437268981,16.3701407736158,-6.84455615756503
"4622",21429,4.56858512e-07,250.99134536,22,6,10,1,3,67,4,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,3.5303880208227,15.8427063773839,-14.5988920957393
"4623",21438,0.101232324,234.99643074,21,6,9,1,2,96,8,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,3.93261444327487,15.3295932998889,-2.29033716601374
"4624",21439,7.9338069e-06,222.99643074,20,5,9,1,3,108,23,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,4.07405724145735,14.9330650149258,-11.7443775744592
"4625",21441,0.0015040308,250.99134536,22,6,10,1,3,105,39,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,4.03977139528784,15.8427063773839,-6.49960657494077
"4626",21443,0.303718254,190.011352532,19,6,7,0,3,69,2,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,3.56167860281532,13.7844605455564,-1.19165480336955
"4627",21445,0.000206027754,266.98625998,23,6,11,1,3,199,11,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,4.89390937568935,16.3397141951749,-8.48749967009438
"4628",21448,5.28288789e-05,234.99643074,21,6,9,1,2,126,40,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,4.26688721563274,15.3295932998889,-9.84845256791043
"4629",21455,2.96122089e-05,262.99134536,23,7,10,1,2,100,40,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,3.98107170553497,16.2170079040494,-10.4273238188358
"4630",21456,4.54569697e-06,186.016437912,19,7,6,0,2,41,19,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,3.04673833489958,13.6387843267646,-12.3013294933567
"4631",21457,4.38540554e-09,202.011352532,20,7,7,0,3,67,1,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,3.5303880208227,14.2130697786228,-19.2449837319322
"4632",21463,0.000117909771,223.991679708,19,4,9,2,2,44,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,3.11197287548846,14.9663515830679,-9.04559087853685
"4633",21467,0.000260238266,195.00151612,18,4,8,1,3,70,8,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,3.57708625087262,13.9642943294676,-8.25391293890161
"4634",21480,1.91870593e-10,313.986988252,27,6,13,2,4,207,1,0,0,2,0,0,1,0,1,1,1,0,0,0,0,1,0,4.95211935750031,17.7196779951556,-22.374199965929
"4635",21483,2.78120034e-10,284.996824664,26,6,12,1,5,627,2,0,0,2,0,0,1,0,1,0,1,0,0,0,1,1,0,6.90526360567571,16.8818489705364,-22.0029683184483
"4636",21489,0.0002672343009999,238.99134536,21,5,10,1,3,123,17,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4.23615198563071,15.4593449201446,-8.22738475253515
"4637",21490,2.45119812e-05,190.011352532,19,6,7,0,3,126,21,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,4.26688721563274,13.7844605455564,-10.6163485313777
"4638",21492,3.06518642e-07,237.012080804,23,6,9,1,3,205,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,4.93771658085173,15.3951966796141,-14.9979872612338
"4639",21495,1.28175806e-08,208.021917216,22,6,8,0,4,330,2,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,5.69579279598227,14.4229649245916,-18.1724481240127
"4640",21501,0.0010466286,253.006995424,24,6,10,1,3,89,10,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,3.84429761327621,15.9061936183362,-6.86218113781822
"4641",21503,8.77351944e-05,251.027730868,26,7,9,1,3,238,40,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,5.16384368352636,15.8438546720172,-9.34118743464025
"4642",21504,8.45338265e-06,328.002638316,30,7,13,2,3,228,40,0,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,5.09777254624404,18.1108431144439,-11.6809438830898
"4643",21511,1.56549811e-08,269.001910044,25,6,11,1,4,370,1,0,0,2,1,0,1,0,1,1,0,0,0,0,1,0,0,5.89468384608226,16.4012776954724,-17.9724766894508
"4644",21513,3.11337763e-08,269.001910044,25,6,11,1,4,211,6,0,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,4.98063523456207,16.4012776954724,-17.2849725524296
"4645",21518,6.59361856e-05,150.016437912,16,4,6,0,3,56,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,3.34546436385625,12.2481197704791,-9.62682316852101
"4646",21519,1.82868785e-07,236.016831836,24,7,9,0,4,324,3,0,0,2,2,0,1,0,1,0,0,0,0,0,1,0,0,5.66452506776941,15.3628393155692,-15.514496963146
"4647",21525,6.64418759e-12,254.02739652,27,7,10,0,5,290,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,5.47922833845512,15.9382369326096,-25.7372786900788
"4648",21530,1.48712891e-05,266.98625998,23,6,11,1,3,164,7,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,4.6179917680296,16.3397141951749,-11.1160781099249
"4649",21531,2.64059665e-06,178.011352532,18,5,7,0,3,117,23,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,4.17307085325872,13.3420895114671,-12.8445056625532
"4650",21533,0.000168792779,254.98625998,22,5,11,1,3,220,10,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,5.04343936938931,15.9682892001617,-8.68683875515346
"4651",21543,5.86417298e-08,234.99643074,21,6,9,1,3,65,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,3.49843659293803,15.3295932998889,-16.6518192811673
"4652",21546,3.7793397e-05,222.001181772,21,6,9,0,4,111,14,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,4.10768274454015,14.8997040833702,-10.1833761531372
"4653",21547,7.81733159e-07,266.98625998,23,6,11,1,3,128,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,4.28709385014517,16.3397141951749,-14.0617523835332
"4654",21555,0.00387790956,222.99643074,20,5,9,1,2,51,25,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,3.25290254914646,14.9330650149258,-5.55245904373326
"4655",21559,0.366281877,204.985866056,17,5,8,1,1,16,9,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2.29739670999407,14.3173274760341,-1.00435208626081
"4656",21563,0.00165751569,311.971338188,25,6,13,2,2,144,40,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,4.44128606984584,17.6627103862346,-6.40243536988571
"4657",21573,8.40054097e-05,250.99134536,22,6,10,1,2,94,25,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,3.90785423627429,15.8427063773839,-9.38462936000415
"4658",21575,0.0120721815,219.00151612,20,6,8,1,1,44,22,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,3.11197287548846,14.7986998118078,-4.41685152283836
"4659",21577,5.83052642e-05,237.012080804,23,6,9,1,2,187,40,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,4.80344123524698,15.3951966796141,-9.74981817365845
"4660",21579,0.0130742955,205.022251564,21,6,7,1,1,32,21,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2.82842712474619,14.3185981005125,-4.33710715193596
"4661",21582,0.0133588659999999,221.017166184,22,6,8,1,2,66,15,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,3.51449703015775,14.866646097355,-4.3155749947157
"4662",21583,0.0142435368,297.992073632,26,6,12,2,2,130,35,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,4.30708066683707,17.2624469190205,-4.25145203305071
"4663",21586,0.0009515080239999,207.00151612,19,5,8,1,2,54,16,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,3.30916275726621,14.3875472586539,-6.95746243826321
"4664",21591,0.00730157493,297.992073632,26,6,12,2,2,103,19,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,4.01653140849876,17.2624469190205,-4.91966521026153
"4665",21596,0.0152410203999999,195.00151612,18,4,8,1,2,65,32,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,3.49843659293803,13.9642943294676,-4.18376477558448
"4666",21599,8.97284365e-07,269.001910044,25,6,11,1,3,346,40,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,5.77727219391623,16.4012776954724,-13.9238930072899
"4667",21600,0.000218574402,237.012080804,23,6,9,1,2,77,19,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,3.68084235409393,15.3951966796141,-8.42838408880407
"4668",21605,1.68624176e-05,254.98625998,22,5,11,1,3,151,12,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,4.50498225026368,15.9682892001617,-10.990423223025
"4669",21611,9.34399673e-05,234.99643074,21,6,9,1,2,25,8,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2.62652780440377,15.3295932998889,-9.27819138884161
"4670",21614,0.0201971062,267.981508948,22,5,11,2,1,41,25,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,3.04673833489958,16.3701407736158,-3.90221594226305
"4671",21624,0.0023295065,267.981508948,22,5,11,2,2,96,28,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,3.93261444327487,16.3701407736158,-6.06209883641297
"4672",21626,0.000242135529,206.006267152,20,6,8,0,3,166,14,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,4.63481524094469,14.352918419332,-8.32601295137981
"4673",21627,5.8745915e-05,282.9811746,24,6,12,1,3,217,19,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,5.02270787731574,16.8220443050183,-9.74228893927235
"4674",21633,3.45036678e-07,206.006267152,20,6,8,0,3,176,40,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,4.71686884190885,14.352918419332,-14.8796151125224
"4675",21638,2.16116655e-05,222.001181772,21,6,9,0,3,167,17,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,4.64317381250615,14.8997040833702,-10.7422773196147
"4676",21644,0.000433619317,313.986988252,27,6,13,2,2,272,40,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,5.37490349744483,17.7196779951556,-7.74334355855442
"4677",21645,2.55225773e-07,220.021917216,23,7,8,0,3,262,40,1,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,5.31484235590036,14.8331357849917,-15.1811172991958
"4678",21646,2.88790096e-06,208.021917216,22,6,8,0,3,289,40,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,5.47355331691849,14.4229649245916,-12.7549806311505
"4679",21648,6.14371553e-07,204.027002596,22,7,7,0,3,117,14,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,4.17307085325872,14.283802105742,-14.3026659566406
"4680",21649,2.63036849e-05,220.021917216,23,7,8,0,3,92,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,3.88272246226299,14.8331357849917,-10.5458015183289
"4681",21650,0.000118762853,265.006995424,25,7,10,1,2,114,30,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,4.14067796676575,16.2790354574219,-9.03838188511712
"4682",21661,0.000104213066,220.021917216,23,7,8,0,3,247,30,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,5.22166596305939,14.8331357849917,-9.16907304303202
"4683",21662,1.18593949e-05,315.007389348,30,7,13,1,4,408,40,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0,6.07013079321565,17.7484475193748,-11.3423901859324
"4684",21663,1.69747695e-05,222.99643074,20,5,9,1,3,83,4,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,3.76463978612573,14.9330650149258,-10.983782463404
"4685",21665,3.08677493e-07,237.996096392,22,6,10,0,4,473,8,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,6.34539032709933,15.4271221033607,-14.9909688170694
"4686",21673,3.13933226e-09,284.996824664,26,6,12,1,4,337,6,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,5.73177284041053,16.8818489705364,-19.5792557156917
"4687",21679,3.31828707e-08,252.011746456,25,7,10,0,4,593,15,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,6.79072913663992,15.8748778406638,-17.2212320369393
"4688",21682,2.45309674e-05,297.992073632,26,6,12,2,2,299,40,0,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,5.52969727663693,17.2624469190205,-10.6155742630479
"4689",21685,0.00197415882,313.986988252,27,6,13,2,2,185,40,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,4.78797107974271,17.7196779951556,-6.2276128852802
"4690",21688,2.03736469e-05,343.997552936,31,7,14,2,3,459,40,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,6.28845280192269,18.5471710224498,-10.8012683108585
"4691",21690,2.12516781e-05,359.992467556,32,7,15,2,3,578,40,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,6.73873458726973,18.9734674626437,-10.7590746963
"4692",21710,5.09298527e-05,284.996824664,26,6,12,1,3,321,40,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,5.64873901429712,16.8818489705364,-9.88506130927693
"4693",21711,2.6655228e-08,238.0324819,26,7,9,0,4,635,12,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,6.93157804685249,15.4283013290511,-17.440280532966
"4694",21714,0.0001516299249999,282.9811746,24,6,12,1,3,241,40,1,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,5.18328528452286,16.8220443050183,-8.79406770977728
"4695",21716,5.9102907e-07,225.996096392,21,5,10,0,4,294,8,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,5.50179240079774,15.0331665457415,-14.3414006329327
"4696",21717,0.000543504666,270.9811746,23,5,12,1,3,353,40,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,5.81209108272748,16.4615058424192,-7.51747226634327
"4697",21718,4.1184808e-07,222.001181772,21,6,9,0,3,350,40,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,5.79722842941569,14.8997040833702,-14.7026112934615
"4698",21721,8.15783955e-08,224.016831836,23,6,9,0,4,394,17,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,6.00687876147007,14.967191848707,-16.3217013710611
"4699",21722,2.6792463e-06,300.991739284,27,6,13,1,4,457,27,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0,6.28022003488424,17.3491135013867,-12.8299750343377
"4700",21723,3.00111277e-08,252.011746456,25,7,10,0,4,581,21,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,6.7492084210734,15.8748778406638,-17.321697600726
"4701",21724,4.28311784e-09,299.012474728,29,7,12,1,4,694,22,0,0,1,0,1,1,0,1,1,0,0,0,0,2,0,0,7.11881720088071,17.291977178102,-19.2685846252665
"4702",21725,1.82054827e-05,241.006995424,23,5,10,1,3,336,40,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,5.7266650637784,15.5244000020613,-10.9137877619946
"4703",21730,2.68747717e-06,236.016831836,24,7,9,0,4,218,26,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,5.02964054251166,15.3628393155692,-12.8269076594303
