Id,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,parentspecies,C.C..non.aromatic.,C.C.C.O.in.non.aromatic.ring,hydroxyl..alkyl.,aldehyde,ketone,carboxylic.acid,ester,ether..alicyclic.,nitrate,nitro,aromatic.hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester,pSat_Pa
9696,236.016831836,24,7,9,0,4,201,4,toluene,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,2.14766586e-08
9700,190.011352532,19,6,7,0,3,176,6,toluene,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,9.74083836e-06
9724,249.996096392,23,7,10,0,3,298,6,toluene,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1.16379523e-07
9725,220.058302724,27,8,7,0,3,371,4,apin,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,5.54864039e-07
9736,222.001181772,21,6,9,0,3,280,9,toluene,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,2.38612926e-06
9740,190.011352532,19,6,7,0,3,57,2,toluene,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,3.79152142e-06
9746,220.021917216,23,7,8,0,3,154,2,toluene,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,2.75964398e-09
9769,299.012474728,29,7,12,1,3,743,30,toluene,0,0,1,2,0,1,0,0,1,0,0,0,1,1,0,0,3.06758618e-07
9771,237.996096392,22,6,10,0,3,666,27,toluene,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,2.44625746e-05
9782,234.99643074,21,6,9,1,2,197,22,toluene,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0.0785571372
9783,266.98625998,23,6,11,1,3,273,16,toluene,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0.000350358199
9784,311.971338188,25,6,13,2,2,239,14,toluene,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0.522129406
9785,250.99134536,22,6,10,1,2,129,7,toluene,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0.10330237
9787,266.98625998,23,6,11,1,2,227,17,toluene,0,0,1,1,2,1,0,0,1,0,0,0,1,0,0,0,7.57214254e-05
9790,296.996824664,27,7,12,1,4,712,12,toluene,0,0,3,0,1,1,2,0,1,0,0,0,0,0,0,0,5.81804318e-08
9801,325.986988252,28,7,13,2,2,164,10,toluene,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0.00967027883
9804,233.017166184,23,7,8,1,2,153,10,toluene,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2.74768981e-05
9809,327.966252808,26,6,14,2,2,189,15,toluene,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0.0305529269
9810,300.991739284,27,6,13,1,4,652,14,toluene,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,6.32141489e-08
9811,345.976817492,29,6,15,2,3,446,36,toluene,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0.000201748743
9814,343.961167428,27,6,15,2,2,320,36,toluene,0,0,1,0,2,1,0,0,1,0,0,1,1,0,0,0,0.0254631507
9829,223.032816248,24,6,8,1,3,195,5,apin,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0.000886430101
9838,297.992073632,26,6,12,2,2,252,31,toluene,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0.000784653327
9840,296.049194584,32,8,10,2,2,347,23,apin,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,6.30572981e-05
9853,313.986988252,27,6,13,2,2,377,40,toluene,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0.0017321762199999
9856,239.027730868,25,6,9,1,3,343,12,apin,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2.40080427e-05
9862,269.001910044,25,6,11,1,3,462,28,toluene,0,0,1,0,0,1,2,0,1,0,0,0,0,1,0,0,1.65567719e-05
9870,241.006995424,23,5,10,1,3,386,31,toluene,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1.02311376e-05
9871,269.001910044,25,6,11,1,3,480,22,toluene,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,8.02602402e-06
9874,284.996824664,26,6,12,1,3,626,24,toluene,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,2.63220093e-06
9877,338.059759268,37,10,11,2,2,70,5,apin,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6.11235231e-05
9878,261.08485182,33,10,7,1,2,107,14,apin,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2.2858896e-05
9883,221.017166184,22,6,8,1,2,76,7,toluene,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0.000124303642
9901,150.016437912,16,4,6,0,3,107,3,toluene,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.000791729097
9902,226.99134536,20,4,10,1,3,198,25,toluene,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.00542962744
9906,237.996096392,22,6,10,0,4,505,8,toluene,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,1.30233383e-07
9907,282.9811746,24,6,12,1,3,541,13,toluene,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0.00150642237
9912,224.016831836,23,6,9,0,5,854,8,toluene,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,1.88373287e-05
9920,296.996824664,27,7,12,1,3,412,4,toluene,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,9.96013485e-07
9925,298.97608922,25,6,13,1,3,496,40,toluene,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0.00274646502
9926,210.001181772,20,5,9,0,3,258,24,toluene,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0.0003276005789999
9940,299.012474728,29,7,12,1,5,436,3,toluene,0,0,3,1,0,1,0,0,0,1,0,0,1,1,0,0,2.83121188e-10
9941,180.027002596,20,5,7,0,4,393,1,toluene,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,7.94366012e-08
9942,196.021917216,21,5,8,0,4,500,18,toluene,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,3.19377236e-07
9950,283.017560108,28,7,11,1,4,810,14,toluene,0,0,2,1,1,1,0,0,1,0,0,0,0,1,0,0,2.93523778e-07
9954,257.001910044,24,5,11,1,3,485,31,toluene,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1.43892259e-05
9956,196.021917216,21,5,8,0,4,542,10,toluene,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1.43568045e-07
9967,309.06959568,36,10,10,1,3,209,19,apin,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,7.1304809e-06
9988,180.985866056,15,3,8,1,3,34,1,toluene,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0795055933
9989,225.970944264,17,3,10,2,2,25,3,toluene,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.300036349
9993,204.985866056,17,5,8,1,2,56,6,toluene,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0.662366293
9996,222.99643074,20,5,9,1,3,231,6,toluene,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,7.35118652e-06
9999,281.001910044,26,7,11,1,3,383,29,toluene,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,2.84258741e-05
10007,297.992073632,26,6,12,2,3,242,3,toluene,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0.0275230396999999
10009,250.99134536,22,6,10,1,3,146,1,None,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,0,2.53498094e-07
10011,207.00151612,19,5,8,1,3,103,2,toluene,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,5.13225693e-06
10017,253.006995424,24,6,10,1,3,283,7,toluene,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1.99973289e-06
10019,357.976817492,30,7,15,2,3,481,7,toluene,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,3.75651211e-05
10022,266.98625998,23,6,11,1,3,319,15,toluene,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,6.32831111e-05
10030,250.99134536,22,6,10,1,3,140,14,toluene,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,7.40779822e-06
10032,234.99643074,21,6,9,1,3,72,8,toluene,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,9.41982552e-07
10034,295.976423568,24,6,12,2,2,72,9,toluene,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0.00348244866
10036,233.017166184,23,7,8,1,3,152,9,toluene,1,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,9.21702379e-08
10040,222.99643074,20,5,9,1,3,92,3,toluene,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0.0003705131
10049,238.99134536,21,5,10,1,3,224,4,toluene,0,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,3.49334114e-07
10052,281.001910044,26,7,11,1,3,169,2,toluene,0,0,2,1,2,1,0,0,0,1,0,0,1,0,0,0,3.82133947e-05
10062,325.986988252,28,7,13,2,3,146,6,toluene,0,0,2,0,2,1,0,0,1,1,0,0,1,0,0,0,1.73886821e-07
10065,315.007389348,30,7,13,1,6,756,2,toluene,0,0,4,1,0,1,0,0,0,1,0,0,1,1,0,0,2.38110984e-10
10066,283.017560108,28,7,11,1,5,262,34,toluene,0,0,4,1,0,1,0,0,0,1,0,0,1,0,0,0,6.46112947e-08
10075,357.976817492,30,7,15,2,4,317,17,toluene,0,0,3,0,1,1,0,0,0,1,0,1,1,0,0,0,9.84636084e-07
10078,357.976817492,30,7,15,2,4,283,2,toluene,0,0,3,1,0,1,0,0,0,1,0,1,1,0,0,0,7.03430959e-08
10080,195.00151612,18,4,8,1,4,98,6,toluene,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0.000263299949
10085,238.99134536,21,5,10,1,4,199,5,toluene,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,2.57813848e-07
10086,222.99643074,20,5,9,1,3,120,6,toluene,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,7.02218036e-06
10090,255.022645488,26,6,10,1,4,438,10,toluene,0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1.40275462e-07
10092,241.006995424,23,5,10,1,4,412,19,toluene,0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,9.54652494e-08
10097,293.997159012,26,7,11,2,2,166,16,toluene,0,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,2.8013072e-05
10100,296.012809076,28,7,11,2,3,218,3,toluene,0,0,2,1,0,1,0,1,1,1,0,0,0,0,0,0,1.65052033e-06
10103,269.997159012,24,5,11,2,3,355,16,toluene,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1.38321372e-05
10108,281.997159012,25,6,11,2,2,99,5,toluene,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,7.50094204e-05
10117,296.012809076,28,7,11,2,3,304,13,toluene,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,1.02915672e-06
10118,312.007723696,29,7,12,2,3,144,1,toluene,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,4.11515162e-08
10132,313.986988252,27,6,13,2,3,377,14,toluene,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1.66099198e-06
10164,281.997159012,25,6,11,2,3,122,9,toluene,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,2.53338658e-06
10165,297.992073632,26,6,12,2,3,118,7,toluene,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1.02643083e-05
10167,325.986988252,28,7,13,2,3,143,7,toluene,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,6.51373271e-08
10174,222.99643074,20,5,9,1,3,169,5,toluene,0,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0.00103399019
10176,225.012080804,22,5,9,1,4,457,5,toluene,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1.18835437e-06
10184,269.997159012,24,5,11,2,3,345,8,toluene,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,2.87792558e-05
10187,316.002638316,29,6,13,2,4,369,11,toluene,0,0,1,0,0,1,0,1,1,1,0,0,0,2,0,0,2.27723782e-08
10190,241.006995424,23,5,10,1,4,551,9,toluene,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,5.11378349e-07
10195,241.006995424,23,5,10,1,4,162,15,toluene,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,5.62077966e-06
10196,253.006995424,24,6,10,1,3,170,9,toluene,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1.47462318e-06
10210,210.99643074,19,4,9,1,4,229,2,toluene,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,3.28004671e-06
10211,226.99134536,20,4,10,1,4,153,1,toluene,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,7.48247813e-07
10213,222.99643074,20,5,9,1,3,205,11,toluene,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0.000224497266
10214,250.99134536,22,6,10,1,3,332,13,toluene,0,0,1,1,2,1,0,0,0,1,0,0,0,1,0,0,1.45562402e-05
10217,238.99134536,21,5,10,1,3,168,1,toluene,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,5.16432765e-07
10218,266.98625998,23,6,11,1,3,230,9,toluene,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1.64338974e-05
10231,265.006995424,25,7,10,1,3,206,5,toluene,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,2.79815196e-07
10232,267.022645488,27,7,10,1,4,372,8,toluene,0,0,2,1,0,1,0,1,0,1,0,0,0,1,0,0,2.85886431e-08
10238,283.017560108,28,7,11,1,4,417,15,toluene,0,0,1,1,0,1,0,1,0,1,0,0,0,2,0,0,1.15944802e-09
10244,267.022645488,27,7,10,1,4,296,3,toluene,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,7.04068261e-09
10248,297.992073632,26,6,12,2,4,207,2,toluene,0,0,2,1,0,1,0,1,0,2,0,0,0,1,0,0,1.0825385e-07
10252,329.981902872,28,6,14,2,4,188,4,toluene,0,0,2,0,0,1,0,1,0,1,0,1,0,1,0,0,2.353577e-08
10258,267.022645488,27,7,10,1,4,449,15,toluene,0,0,2,1,0,1,0,1,0,1,0,0,0,1,0,0,8.82423213e-09
10259,343.997552936,31,7,14,2,4,908,13,toluene,0,0,2,0,0,1,0,1,0,1,0,1,0,1,0,0,3.95165028e-09
10263,251.027730868,26,7,9,1,3,235,10,toluene,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,4.53410718e-07
10267,297.992073632,26,6,12,2,3,187,5,toluene,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,4.37824926e-06
10270,269.001910044,25,6,11,1,4,272,6,toluene,0,0,1,1,0,1,0,1,0,1,0,0,0,2,0,0,2.12023052e-07
10274,253.006995424,24,6,10,1,4,239,9,toluene,0,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,1.96995318e-08
10275,269.001910044,25,6,11,1,4,175,3,toluene,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1.46217797e-08
10277,281.001910044,26,7,11,1,4,199,6,toluene,0,0,1,0,1,2,0,1,0,1,0,0,0,1,0,0,1.05808063e-09
10281,283.017560108,28,7,11,1,4,519,20,toluene,0,0,1,0,1,1,0,1,0,1,0,0,0,2,0,0,3.19693448e-11
10285,222.99643074,20,5,9,1,4,98,2,toluene,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,1.95736464e-05
10288,299.012474728,29,7,12,1,5,480,8,toluene,0,0,3,1,0,1,0,0,0,1,0,0,1,1,0,0,2.8066719e-10
10289,234.99643074,21,6,9,1,2,44,8,toluene,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0.000166945006
10298,250.99134536,22,6,10,1,3,42,1,toluene,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,7.03441935e-07
10304,254.98625998,22,5,11,1,4,223,10,toluene,0,0,2,0,1,2,0,0,0,1,0,0,1,0,0,0,1.279221e-06
10308,120.005873228,12,3,5,0,3,10,1,toluene,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1.826
10309,136.000787848,13,3,6,0,4,12,1,toluene,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3.30175604e-05
10323,222.99643074,20,5,9,1,3,116,8,toluene,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,6.08229976e-06
10325,204.027002596,22,7,7,0,4,82,2,toluene,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2.09105369e-11
10328,204.985866056,17,5,8,1,3,26,1,toluene,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,9.44304021e-06
10329,250.99134536,22,6,10,1,4,331,4,None,0,0,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1.29669648e-06
10330,266.98625998,23,6,11,1,4,238,1,None,0,0,2,0,2,1,0,0,0,1,0,0,0,0,1,0,3.27675134e-08
10340,311.971338188,25,6,13,2,3,266,19,None,0,0,2,0,2,1,0,0,0,1,0,1,0,0,0,0,0.000263030757
10341,206.006267152,20,6,8,0,4,209,4,None,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,3.75770138e-09
10344,178.011352532,18,5,7,0,4,129,8,toluene,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2.5160474e-05
10347,254.98625998,22,5,11,1,4,242,1,toluene,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,2.02352829e-06
10348,253.006995424,24,6,10,1,4,534,27,toluene,0,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0,1.00580875e-05
10350,343.997552936,31,7,14,2,4,651,21,toluene,0,0,3,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0001926179229999
10353,240.011746456,24,6,10,0,6,1114,4,toluene,0,0,3,0,1,2,0,0,0,0,0,0,0,1,0,0,3.92313851e-13
10355,195.00151612,18,4,8,1,3,51,2,toluene,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0.000298582544
10363,297.992073632,26,6,12,2,3,488,12,toluene,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,1.00240092e-06
10364,269.001910044,25,6,11,1,4,820,4,toluene,0,0,2,0,2,1,0,0,1,0,0,0,0,1,0,0,0.0013503191199999
10376,269.001910044,25,6,11,1,4,945,2,toluene,0,0,2,0,2,1,0,0,1,0,0,0,0,1,0,0,0.204296511
10392,325.986988252,28,7,13,2,3,124,2,toluene,1,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,2.91827565e-07
10412,237.996096392,22,6,10,0,5,279,3,toluene,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,1.92932785e-09
10416,296.996824664,27,7,12,1,4,704,40,toluene,0,0,3,1,0,1,2,0,1,0,0,0,0,0,0,0,2.16583419e-06
10417,341.981902872,29,7,14,2,3,666,40,toluene,0,0,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0.000114146456
10420,357.976817492,30,7,15,2,3,331,22,toluene,0,0,2,0,0,1,2,0,1,0,0,1,0,0,0,0,0.000315455988
10421,266.98625998,23,6,11,1,3,205,18,toluene,0,0,2,1,0,1,2,0,1,0,0,0,0,0,0,0,5.88429612e-05
10427,194.006267152,19,5,8,0,4,107,8,toluene,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1.38983466e-05
10429,224.016831836,23,6,9,0,4,280,16,toluene,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1.18868748e-06
10434,225.996096392,21,5,10,0,5,447,6,toluene,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,7.54209116e-09
10444,299.012474728,29,7,12,1,4,702,28,toluene,0,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,2.10793576e-07
10449,210.99643074,19,4,9,1,4,190,14,toluene,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,4.78506311e-05
10451,299.012474728,29,7,12,1,5,753,1,toluene,0,0,3,1,0,1,1,0,0,1,0,0,0,1,0,0,2.43377685e-11
10460,208.021917216,22,6,8,0,5,429,6,toluene,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,3.71254891e-08
10462,225.012080804,22,5,9,1,4,347,40,toluene,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1.54405475e-06
10477,225.012080804,22,5,9,1,4,365,9,toluene,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1.64245213e-06
10481,212.016831836,22,5,9,0,5,921,38,toluene,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1.83563233e-08
10493,224.016831836,23,6,9,0,4,377,2,toluene,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,2.18571017e-08
10499,242.98625998,21,4,11,1,4,320,4,toluene,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0.00100737529
10504,284.996824664,26,6,12,1,4,847,31,toluene,0,0,2,0,1,1,1,0,1,0,0,0,0,1,0,0,1.9026738e-07
10505,315.007389348,30,7,13,1,5,1144,2,toluene,0,0,3,1,0,1,1,0,1,0,0,0,0,1,0,0,1.59611103e-08
10513,300.991739284,27,6,13,1,5,1382,10,toluene,0,0,2,0,0,2,1,0,1,0,0,0,0,1,0,0,1.34659628e-09
10514,361.971732112,30,6,16,2,4,1232,36,toluene,0,0,2,0,0,1,1,0,1,0,0,1,0,1,0,0,1.02090062e-06
10524,208.021917216,22,6,8,0,4,107,9,toluene,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,9.13308498e-06
10525,176.032087976,20,6,6,0,3,39,3,toluene,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,2.12000155e-05
10528,283.017560108,28,7,11,1,4,251,9,toluene,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1.72711172e-06
10529,234.99643074,21,6,9,1,3,63,7,toluene,0,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,3.18857348e-05
10536,312.007723696,29,7,12,2,4,449,4,toluene,0,0,3,1,0,1,0,1,1,1,0,0,0,0,0,0,7.33027123e-10
10549,194.006267152,19,5,8,0,4,163,6,toluene,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,5.33314419e-08
10550,222.001181772,21,6,9,0,4,266,7,toluene,0,0,2,1,1,1,0,1,0,0,0,0,0,1,0,0,9.27326805e-07
10556,343.997552936,31,7,14,2,4,993,18,toluene,0,0,2,1,0,1,0,1,2,0,0,0,0,1,0,0,2.80833607e-07
10569,252.011746456,25,7,10,0,5,269,13,toluene,0,0,3,1,0,1,0,1,0,0,0,0,0,0,1,0,1.28464131e-08
10570,296.996824664,27,7,12,1,4,265,4,toluene,0,0,3,1,0,1,0,1,0,0,0,1,0,0,0,0,2.30308902e-05
10571,220.021917216,23,7,8,0,4,236,24,toluene,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1.42288857e-06
10572,222.03756728,25,7,8,0,5,401,19,toluene,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,2.159227e-06
10576,315.007389348,30,7,13,1,5,584,4,toluene,0,0,3,0,0,1,0,1,0,0,0,1,0,1,0,0,8.67514968e-10
10580,269.001910044,25,6,11,1,4,252,8,toluene,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1.58634532e-05
10600,250.99134536,22,6,10,1,3,285,5,toluene,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,2.62804311e-07
10603,295.976423568,24,6,12,2,2,336,39,toluene,0,0,1,1,2,1,0,0,2,0,0,0,0,0,0,0,0.000114040547
10613,265.006995424,25,7,10,1,3,331,18,toluene,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0.00050236551
10614,296.996824664,27,7,12,1,4,412,12,toluene,0,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,1.89016656e-06
10616,267.022645488,27,7,10,1,4,392,11,toluene,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,2.3893932e-07
10618,238.99134536,21,5,10,1,4,354,1,toluene,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,1.61288283e-05
10619,266.98625998,23,6,11,1,4,514,34,toluene,0,0,3,1,2,1,0,0,1,0,0,0,0,0,0,0,3.9223785e-05
10625,250.99134536,22,6,10,1,3,349,17,toluene,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,4.25574409e-05
10642,281.001910044,26,7,11,1,3,447,29,toluene,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,4.56084606e-05
10646,294.9811746,25,7,12,1,3,564,27,toluene,0,0,1,1,3,1,0,0,1,0,0,0,0,1,0,0,1.23415607e-05
10652,220.021917216,23,7,8,0,3,349,13,None,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0.00018903981
10659,237.996096392,22,6,10,0,4,423,2,toluene,0,0,2,0,1,1,2,0,0,0,0,0,0,1,0,0,6.56047151e-07
10676,253.006995424,24,6,10,1,3,424,24,toluene,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1.2423861e-05
10680,224.016831836,23,6,9,0,5,897,2,toluene,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,5.94477722e-06
10683,257.001910044,24,5,11,1,4,312,6,toluene,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0.000531977132
10706,257.001910044,24,5,11,1,4,207,36,toluene,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0.00261418381
10713,267.022645488,27,7,10,1,3,189,10,toluene,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,4.77524394e-06
10725,270.9811746,23,5,12,1,3,357,22,toluene,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,3.3279446e-05
10734,269.001910044,25,6,11,1,4,244,7,toluene,0,0,2,1,0,1,0,1,1,0,0,0,0,1,0,0,5.26302383e-07
10736,253.006995424,24,6,10,1,3,165,13,toluene,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1.23484276e-05
10738,284.996824664,26,6,12,1,4,221,30,toluene,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1.07844213e-06
10763,240.011746456,24,6,10,0,5,335,3,toluene,0,0,2,1,0,1,0,1,0,0,0,0,0,2,0,0,1.76820129e-10
10766,300.991739284,27,6,13,1,4,284,7,toluene,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0,1.55324919e-06
10773,178.011352532,18,5,7,0,3,66,10,toluene,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,3.51691629e-05
10774,254.98625998,22,5,11,1,3,113,11,toluene,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0.000306057977
10775,253.006995424,24,6,10,1,3,303,32,toluene,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,5.14131402e-06
10780,283.017560108,28,7,11,1,4,376,24,toluene,0,0,2,1,0,1,0,1,1,0,0,0,0,1,0,0,1.71801941e-09
10782,299.012474728,29,7,12,1,4,337,12,toluene,0,0,1,1,0,1,0,1,1,0,0,0,0,2,0,0,3.65959098e-09
10789,250.99134536,22,6,10,1,2,223,40,None,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,1.47933696e-06
10799,222.001181772,21,6,9,0,4,200,28,None,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,4.96517111e-05
10800,266.98625998,23,6,11,1,3,214,5,None,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0.000188246533
